O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
51-9191.00	2.D.1	Required Level of Education	RL	3	16.74	24	9.8181	4.4751	46.3331	N	07/2015	Incumbent
51-9191.00	2.D.1	Required Level of Education	RL	4	0.43	24	0.4708	0.0458	3.9855	N	07/2015	Incumbent
51-9191.00	2.D.1	Required Level of Education	RL	5	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	2.D.1	Required Level of Education	RL	6	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	2.D.1	Required Level of Education	RL	7	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	2.D.1	Required Level of Education	RL	8	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	2.D.1	Required Level of Education	RL	9	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	2.D.1	Required Level of Education	RL	10	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	2.D.1	Required Level of Education	RL	11	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	2.D.1	Required Level of Education	RL	12	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.1	Related Work Experience	RW	1	42.69	24	10.6728	23.2054	64.7497	N	07/2015	Incumbent
51-9191.00	3.A.1	Related Work Experience	RW	2	6.33	24	5.6510	0.9328	32.6710	N	07/2015	Incumbent
51-9191.00	3.A.1	Related Work Experience	RW	3	7.46	24	6.6119	1.1002	36.8889	N	07/2015	Incumbent
51-9191.00	3.A.1	Related Work Experience	RW	4	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.1	Related Work Experience	RW	5	23.99	24	7.0469	12.4300	41.2496	N	07/2015	Incumbent
51-9191.00	3.A.1	Related Work Experience	RW	6	2.77	24	1.7054	0.7658	9.5455	N	07/2015	Incumbent
51-9191.00	3.A.1	Related Work Experience	RW	7	16.74	24	9.8181	4.4751	46.3331	N	07/2015	Incumbent
51-9191.00	3.A.1	Related Work Experience	RW	8	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.1	Related Work Experience	RW	9	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.1	Related Work Experience	RW	10	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.1	Related Work Experience	RW	11	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.2	On-Site or In-Plant Training	PT	1	23.83	24	11.4411	7.8263	53.5400	N	07/2015	Incumbent
51-9191.00	3.A.2	On-Site or In-Plant Training	PT	2	55.12	24	20.7377	17.8208	87.4331	Y	07/2015	Incumbent
51-9191.00	3.A.2	On-Site or In-Plant Training	PT	3	9.32	24	7.1872	1.7369	37.3850	N	07/2015	Incumbent
51-9191.00	3.A.2	On-Site or In-Plant Training	PT	4	9.78	24	8.3767	1.4967	43.5909	N	07/2015	Incumbent
51-9191.00	3.A.2	On-Site or In-Plant Training	PT	5	1.96	24	1.4971	0.3961	9.1118	N	07/2015	Incumbent
51-9191.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.3	On-the-Job Training	OJ	1	9.34	24	8.3706	1.3164	44.3237	N	07/2015	Incumbent
51-9191.00	3.A.3	On-the-Job Training	OJ	2	23.34	24	8.2600	10.4884	44.1720	N	07/2015	Incumbent
51-9191.00	3.A.3	On-the-Job Training	OJ	3	14.90	24	8.5767	4.1391	41.5024	N	07/2015	Incumbent
51-9191.00	3.A.3	On-the-Job Training	OJ	4	16.54	24	8.8737	4.9826	42.8300	N	07/2015	Incumbent
51-9191.00	3.A.3	On-the-Job Training	OJ	5	28.48	24	13.8972	8.8479	62.0242	N	07/2015	Incumbent
51-9191.00	3.A.3	On-the-Job Training	OJ	6	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.3	On-the-Job Training	OJ	7	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	3.A.3	On-the-Job Training	OJ	8	7.40	24	6.9448	0.9730	39.4030	N	07/2015	Incumbent
51-9191.00	3.A.3	On-the-Job Training	OJ	9	0.00	24	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	1	31.68	18	20.2074	6.0740	76.8747	Y	07/2017	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	2	59.82	18	21.0464	19.0098	90.4267	Y	07/2017	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	3	0.73	18	0.7905	0.0726	6.8767	N	07/2017	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	4	3.89	18	3.8722	0.4517	26.4852	N	07/2017	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	5	3.89	18	3.8722	0.4517	26.4852	N	07/2017	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	6	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	7	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	8	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	9	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	10	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	11	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	2.D.1	Required Level of Education	RL	12	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.82	13	0.5403	1.6473	4.0017	N	07/2017	Incumbent
51-9192.00	3.A.1	Related Work Experience	RW	1	53.39	18	18.3221	19.5063	84.4141	Y	07/2017	Incumbent
51-9192.00	3.A.1	Related Work Experience	RW	2	2.48	18	2.5867	0.2650	19.5534	N	07/2017	Incumbent
51-9192.00	3.A.1	Related Work Experience	RW	3	0.79	18	0.8442	0.0829	7.1453	N	07/2017	Incumbent
51-9192.00	3.A.1	Related Work Experience	RW	4	13.55	18	11.9974	1.7738	57.6325	N	07/2017	Incumbent
51-9192.00	3.A.1	Related Work Experience	RW	5	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	3.A.1	Related Work Experience	RW	6	22.01	18	17.8808	3.0402	71.7600	Y	07/2017	Incumbent
51-9192.00	3.A.1	Related Work Experience	RW	7	3.89	18	3.8722	0.4517	26.4852	N	07/2017	Incumbent
51-9192.00	3.A.1	Related Work Experience	RW	8	3.89	18	3.8722	0.4517	26.4852	N	07/2017	Incumbent
51-9192.00	3.A.1	Related Work Experience	RW	9	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	3.A.1	Related Work Experience	RW	10	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	3.A.1	Related Work Experience	RW	11	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	3.A.2	On-Site or In-Plant Training	PT	1	24.49	18	19.6855	3.3190	75.3975	Y	07/2017	Incumbent
51-9192.00	3.A.2	On-Site or In-Plant Training	PT	2	8.64	18	6.5621	1.6106	35.3321	N	07/2017	Incumbent
51-9192.00	3.A.2	On-Site or In-Plant Training	PT	3	23.53	18	17.7394	3.7029	71.1237	Y	07/2017	Incumbent
51-9192.00	3.A.2	On-Site or In-Plant Training	PT	4	14.28	18	12.0512	2.0431	57.0782	N	07/2017	Incumbent
51-9192.00	3.A.2	On-Site or In-Plant Training	PT	5	25.17	18	19.6742	3.5807	75.2926	Y	07/2017	Incumbent
51-9192.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	3.A.2	On-Site or In-Plant Training	PT	8	3.89	18	3.8722	0.4517	26.4852	N	07/2017	Incumbent
51-9192.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	3.A.3	On-the-Job Training	OJ	1	27.75	18	20.0379	4.4534	75.9822	Y	07/2017	Incumbent
51-9192.00	3.A.3	On-the-Job Training	OJ	2	5.39	18	4.0363	1.0592	23.2383	N	07/2017	Incumbent
51-9192.00	3.A.3	On-the-Job Training	OJ	3	24.26	18	17.6779	4.0376	70.9168	Y	07/2017	Incumbent
51-9192.00	3.A.3	On-the-Job Training	OJ	4	13.55	18	12.0590	1.7546	57.9032	N	07/2017	Incumbent
51-9192.00	3.A.3	On-the-Job Training	OJ	5	29.06	18	20.4706	4.7989	76.8976	Y	07/2017	Incumbent
51-9192.00	3.A.3	On-the-Job Training	OJ	6	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	3.A.3	On-the-Job Training	OJ	7	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	3.A.3	On-the-Job Training	OJ	8	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	3.A.3	On-the-Job Training	OJ	9	0.00	18	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9192.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.71	13	0.4667	1.6911	3.7249	N	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	1	51.44	24	23.6656	12.9869	88.2636	Y	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	2	7.31	24	4.0473	2.2405	21.3436	N	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	3	40.77	24	22.7055	8.9592	82.8006	Y	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	4	0.48	24	0.5037	0.0537	4.1171	N	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	5	0.00	24	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	6	0.00	24	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	7	0.00	24	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	8	0.00	24	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	9	0.00	24	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	10	0.00	24	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	11	0.00	24	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	2.D.1	Required Level of Education	RL	12	0.00	24	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	3.A.1	Related Work Experience	RW	1	34.01	25	22.2187	6.2607	79.9052	Y	07/2017	Incumbent
51-9193.00	3.A.1	Related Work Experience	RW	2	0.00	25	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	3.A.1	Related Work Experience	RW	3	0.00	25	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	3.A.1	Related Work Experience	RW	4	13.65	25	14.3427	1.2653	66.0847	Y	07/2017	Incumbent
51-9193.00	3.A.1	Related Work Experience	RW	5	3.41	25	2.2138	0.8742	12.3840	N	07/2017	Incumbent
51-9193.00	3.A.1	Related Work Experience	RW	6	14.14	25	10.9177	2.5080	51.3092	N	07/2017	Incumbent
51-9193.00	3.A.1	Related Work Experience	RW	7	6.14	25	3.9010	1.5935	20.9159	N	07/2017	Incumbent
51-9193.00	3.A.1	Related Work Experience	RW	8	28.66	25	16.1057	7.3234	67.1230	N	07/2017	Incumbent
51-9193.00	3.A.1	Related Work Experience	RW	9	0.00	25	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	3.A.1	Related Work Experience	RW	10	0.00	25	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	3.A.1	Related Work Experience	RW	11	0.00	25	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	3.A.2	On-Site or In-Plant Training	PT	1	15.57	25	11.2327	3.0639	51.8239	N	07/2017	Incumbent
51-9193.00	3.A.2	On-Site or In-Plant Training	PT	2	60.09	25	13.3758	32.2592	82.6408	N	07/2017	Incumbent
51-9193.00	3.A.2	On-Site or In-Plant Training	PT	3	11.77	25	10.7318	1.5570	52.9556	N	07/2017	Incumbent
51-9193.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	25	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	3.A.2	On-Site or In-Plant Training	PT	5	7.26	25	4.4566	1.9563	23.4830	N	07/2017	Incumbent
51-9193.00	3.A.2	On-Site or In-Plant Training	PT	6	2.34	25	1.1269	0.8583	6.2175	N	07/2017	Incumbent
51-9193.00	3.A.2	On-Site or In-Plant Training	PT	7	2.18	25	1.7309	0.4175	10.6255	N	07/2017	Incumbent
51-9193.00	3.A.2	On-Site or In-Plant Training	PT	8	0.79	25	0.8138	0.0924	6.3775	N	07/2017	Incumbent
51-9193.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	25	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9193.00	3.A.3	On-the-Job Training	OJ	1	5.32	25	4.5600	0.8613	26.6787	N	07/2017	Incumbent
51-9193.00	3.A.3	On-the-Job Training	OJ	2	27.90	25	10.5877	11.5519	53.4179	N	07/2017	Incumbent
51-9193.00	3.A.3	On-the-Job Training	OJ	3	28.79	25	14.2767	8.7624	62.9859	N	07/2017	Incumbent
51-9193.00	3.A.3	On-the-Job Training	OJ	4	15.50	25	11.3224	2.9864	52.2071	N	07/2017	Incumbent
51-9193.00	3.A.3	On-the-Job Training	OJ	5	3.42	25	1.7301	1.1859	9.4520	N	07/2017	Incumbent
51-9193.00	3.A.3	On-the-Job Training	OJ	6	2.04	25	1.3879	0.4935	8.0320	N	07/2017	Incumbent
51-9193.00	3.A.3	On-the-Job Training	OJ	7	2.18	25	1.7309	0.4175	10.6255	N	07/2017	Incumbent
51-9193.00	3.A.3	On-the-Job Training	OJ	8	14.85	25	12.4223	2.2443	56.9838	N	07/2017	Incumbent
51-9193.00	3.A.3	On-the-Job Training	OJ	9	0.00	25	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	1	32.66	20	14.1105	11.2422	65.0064	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	2	53.86	20	15.0584	24.7237	80.5833	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	3	0.75	20	0.7819	0.0841	6.3666	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	4	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	5	12.72	20	11.6915	1.5832	56.9085	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	6	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	7	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	8	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	9	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	10	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	11	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	2.D.1	Required Level of Education	RL	12	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	3.A.1	Related Work Experience	RW	1	26.58	20	14.0472	7.4274	62.0229	N	07/2017	Incumbent
51-9194.00	3.A.1	Related Work Experience	RW	2	0.89	20	0.9261	0.0988	7.5019	N	07/2017	Incumbent
51-9194.00	3.A.1	Related Work Experience	RW	3	0.75	20	0.7819	0.0841	6.3666	N	07/2017	Incumbent
51-9194.00	3.A.1	Related Work Experience	RW	4	12.72	20	11.6915	1.5832	56.9085	N	07/2017	Incumbent
51-9194.00	3.A.1	Related Work Experience	RW	5	0.75	20	0.7849	0.0834	6.4161	N	07/2017	Incumbent
51-9194.00	3.A.1	Related Work Experience	RW	6	26.85	20	14.2732	7.4249	62.6865	N	07/2017	Incumbent
51-9194.00	3.A.1	Related Work Experience	RW	7	18.74	20	12.5937	3.9237	56.5608	N	07/2017	Incumbent
51-9194.00	3.A.1	Related Work Experience	RW	8	12.72	20	11.7525	1.5654	57.1902	N	07/2017	Incumbent
51-9194.00	3.A.1	Related Work Experience	RW	9	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	3.A.1	Related Work Experience	RW	10	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	3.A.1	Related Work Experience	RW	11	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	3.A.2	On-Site or In-Plant Training	PT	1	20.37	20	8.4067	7.9603	43.0823	N	07/2017	Incumbent
51-9194.00	3.A.2	On-Site or In-Plant Training	PT	2	17.54	20	12.0144	3.6042	54.7550	N	07/2017	Incumbent
51-9194.00	3.A.2	On-Site or In-Plant Training	PT	3	6.77	20	6.0309	0.9725	34.9225	N	07/2017	Incumbent
51-9194.00	3.A.2	On-Site or In-Plant Training	PT	4	13.61	20	11.6960	1.9259	55.8240	N	07/2017	Incumbent
51-9194.00	3.A.2	On-Site or In-Plant Training	PT	5	6.02	20	5.9527	0.7022	36.6952	N	07/2017	Incumbent
51-9194.00	3.A.2	On-Site or In-Plant Training	PT	6	31.31	20	13.9362	10.5061	63.8878	N	07/2017	Incumbent
51-9194.00	3.A.2	On-Site or In-Plant Training	PT	7	0.75	20	0.7819	0.0841	6.3666	N	07/2017	Incumbent
51-9194.00	3.A.2	On-Site or In-Plant Training	PT	8	3.64	20	3.4814	0.4690	23.1943	N	07/2017	Incumbent
51-9194.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	3.A.3	On-the-Job Training	OJ	1	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9194.00	3.A.3	On-the-Job Training	OJ	2	4.82	20	3.3180	1.1017	18.7073	N	07/2017	Incumbent
51-9194.00	3.A.3	On-the-Job Training	OJ	3	34.12	20	14.8462	11.5056	67.3599	N	07/2017	Incumbent
51-9194.00	3.A.3	On-the-Job Training	OJ	4	13.61	20	11.6960	1.9259	55.8240	N	07/2017	Incumbent
51-9194.00	3.A.3	On-the-Job Training	OJ	5	13.86	20	8.2542	3.6503	40.6140	N	07/2017	Incumbent
51-9194.00	3.A.3	On-the-Job Training	OJ	6	22.68	20	12.2731	6.3477	55.9311	N	07/2017	Incumbent
51-9194.00	3.A.3	On-the-Job Training	OJ	7	3.64	20	3.4814	0.4690	23.1943	N	07/2017	Incumbent
51-9194.00	3.A.3	On-the-Job Training	OJ	8	7.27	20	6.9628	0.8946	40.5107	N	07/2017	Incumbent
51-9194.00	3.A.3	On-the-Job Training	OJ	9	0.00	20	0.0000	n/a	n/a	N	07/2017	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	1	21.77	32	8.6453	8.9913	43.9334	N	07/2015	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	2	65.55	32	10.2352	43.0204	82.7475	N	07/2015	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	3	5.58	32	4.1938	1.1542	23.0507	N	07/2015	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	4	0.73	32	0.7594	0.0859	5.8852	N	07/2015	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	5	5.40	32	4.1710	1.0676	23.1851	N	07/2015	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	6	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	7	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	8	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	9	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	10	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	11	0.97	32	1.0165	0.1129	7.8187	N	07/2015	Incumbent
51-9195.03	2.D.1	Required Level of Education	RL	12	0.00	32	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.03	3.A.1	Related Work Experience	RW	1	37.98	31	13.3714	16.1169	66.1284	N	07/2015	Incumbent
51-9195.03	3.A.1	Related Work Experience	RW	2	4.54	31	4.6281	0.5339	29.6365	N	07/2015	Incumbent
51-9195.03	3.A.1	Related Work Experience	RW	3	0.74	31	0.7889	0.0826	6.2786	N	07/2015	Incumbent
51-9195.03	3.A.1	Related Work Experience	RW	4	2.72	31	1.9659	0.6084	11.3113	N	07/2015	Incumbent
51-9195.03	3.A.1	Related Work Experience	RW	5	2.36	31	1.4526	0.6647	8.0506	N	07/2015	Incumbent
51-9195.03	3.A.1	Related Work Experience	RW	6	42.86	31	12.7715	20.5440	68.5127	N	07/2015	Incumbent
51-9195.03	3.A.1	Related Work Experience	RW	7	6.78	31	5.1061	1.3766	27.4696	N	07/2015	Incumbent
51-9195.03	3.A.1	Related Work Experience	RW	8	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.03	3.A.1	Related Work Experience	RW	9	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.03	3.A.1	Related Work Experience	RW	10	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.03	3.A.1	Related Work Experience	RW	11	2.02	31	1.5612	0.4104	9.3559	N	07/2015	Incumbent
51-9195.03	3.A.2	On-Site or In-Plant Training	PT	1	6.86	31	4.1242	1.9340	21.5819	N	07/2015	Incumbent
51-9195.03	3.A.2	On-Site or In-Plant Training	PT	2	38.46	31	13.7540	16.0157	67.1860	N	07/2015	Incumbent
51-9195.03	3.A.2	On-Site or In-Plant Training	PT	3	13.40	31	7.9119	3.7013	38.3762	N	07/2015	Incumbent
51-9195.03	3.A.2	On-Site or In-Plant Training	PT	4	13.92	31	9.7413	2.9821	45.9679	N	07/2015	Incumbent
51-9195.03	3.A.2	On-Site or In-Plant Training	PT	5	22.05	31	12.0682	6.3155	54.2685	N	07/2015	Incumbent
51-9195.03	3.A.2	On-Site or In-Plant Training	PT	6	3.30	31	3.4565	0.3704	23.7963	N	07/2015	Incumbent
51-9195.03	3.A.2	On-Site or In-Plant Training	PT	7	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.03	3.A.2	On-Site or In-Plant Training	PT	8	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.03	3.A.2	On-Site or In-Plant Training	PT	9	2.02	31	1.5612	0.4104	9.3559	N	07/2015	Incumbent
51-9195.03	3.A.3	On-the-Job Training	OJ	1	1.47	31	1.5145	0.1773	11.1835	N	07/2015	Incumbent
51-9195.03	3.A.3	On-the-Job Training	OJ	2	21.78	31	10.7946	7.0945	50.3888	N	07/2015	Incumbent
51-9195.03	3.A.3	On-the-Job Training	OJ	3	36.26	31	14.0305	14.1407	66.2800	N	07/2015	Incumbent
51-9195.03	3.A.3	On-the-Job Training	OJ	4	13.84	31	9.2037	3.2138	43.7246	N	07/2015	Incumbent
51-9195.03	3.A.3	On-the-Job Training	OJ	5	17.10	31	9.7633	4.8122	45.7111	N	07/2015	Incumbent
51-9195.03	3.A.3	On-the-Job Training	OJ	6	6.78	31	5.1061	1.3766	27.4696	N	07/2015	Incumbent
51-9195.03	3.A.3	On-the-Job Training	OJ	7	0.74	31	0.7704	0.0869	5.9830	N	07/2015	Incumbent
51-9195.03	3.A.3	On-the-Job Training	OJ	8	2.02	31	1.5612	0.4104	9.3559	N	07/2015	Incumbent
51-9195.03	3.A.3	On-the-Job Training	OJ	9	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	1	43.24	21	17.1567	15.0530	76.6020	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	2	34.36	21	12.5772	14.0545	62.6172	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	3	19.90	21	10.3938	5.9930	49.1903	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	4	1.66	21	1.9619	0.1375	17.1502	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	5	0.85	21	0.8999	0.0917	7.3819	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	6	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	7	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	8	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	9	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	10	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	11	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.04	2.D.1	Required Level of Education	RL	12	0.00	21	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.04	3.A.1	Related Work Experience	RW	1	21.46	22	13.7902	4.7474	59.9668	N	07/2015	Incumbent
51-9195.04	3.A.1	Related Work Experience	RW	2	0.00	22	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.04	3.A.1	Related Work Experience	RW	3	0.00	22	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.04	3.A.1	Related Work Experience	RW	4	14.66	22	14.3901	1.5460	65.2619	Y	07/2015	Incumbent
51-9195.04	3.A.1	Related Work Experience	RW	5	4.81	22	3.7075	0.9308	21.3902	N	07/2015	Incumbent
51-9195.04	3.A.1	Related Work Experience	RW	6	3.79	22	2.6482	0.8642	15.1338	N	07/2015	Incumbent
51-9195.04	3.A.1	Related Work Experience	RW	7	22.42	22	12.0133	6.4272	54.8580	N	07/2015	Incumbent
51-9195.04	3.A.1	Related Work Experience	RW	8	1.95	22	1.4079	0.4298	8.4167	N	07/2015	Incumbent
51-9195.04	3.A.1	Related Work Experience	RW	9	0.84	22	0.8967	0.0906	7.3521	N	07/2015	Incumbent
51-9195.04	3.A.1	Related Work Experience	RW	10	0.00	22	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9195.04	3.A.1	Related Work Experience	RW	11	30.07	22	13.0558	10.5705	60.9960	N	07/2015	Incumbent
51-9195.04	3.A.2	On-Site or In-Plant Training	PT	1	19.30	22	13.5295	3.7783	59.2875	N	07/2015	Incumbent
